carat,cut,color,clarity,depth,table,x,y,z,price
0.7,Very Good,G,VVS1,63.1,56.0,5.64,5.67,3.57,3073
0.7,Good,D,VS2,58.0,65.0,5.81,5.73,3.39,3073
0.79,Ideal,E,SI1,62.9,55.0,5.93,5.86,3.71,3075
0.79,Very Good,E,SI1,60.4,59.0,5.97,5.99,3.61,3077
1.0,Premium,H,SI2,59.4,60.0,6.49,6.4,3.83,3080
0.71,Ideal,H,VS2,61.8,55.0,5.75,5.78,3.56,3080
0.8,Very Good,F,SI1,63.5,58.0,5.89,5.85,3.73,3082
0.92,Premium,F,SI2,62.1,60.0,6.21,6.26,3.87,3083
0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,3084
0.75,Good,E,VS2,62.6,58.0,5.73,5.78,3.6,3084
0.9,Premium,E,SI2,60.7,61.0,6.22,6.16,3.76,3084
0.9,Very Good,E,SI2,63.1,54.0,6.2,6.17,3.9,3084
0.72,Ideal,F,VS1,62.4,56.0,5.76,5.72,3.58,3084
0.84,Premium,E,SI2,59.2,59.0,6.19,6.14,3.65,3086
0.75,Ideal,E,VS1,61.8,55.0,5.85,5.87,3.62,3086
0.77,Ideal,H,SI1,61.3,56.0,5.87,5.91,3.61,3089
0.73,Ideal,G,SI1,61.7,57.0,5.78,5.81,3.57,3089
0.72,Ideal,E,VS2,60.8,57.0,5.79,5.82,3.53,3091
0.72,Ideal,E,VVS2,62.1,57.0,5.76,5.74,3.57,3093
0.9,Premium,H,SI1,62.4,56.0,6.13,6.05,3.8,3095
0.81,Premium,F,SI1,60.3,59.0,5.98,6.05,3.63,3097
0.52,Ideal,E,VVS1,61.8,55.0,5.19,5.2,3.21,3097
0.72,Ideal,D,VS2,61.8,57.0,5.76,5.73,3.55,3099
0.74,Ideal,F,VVS2,61.5,54.0,5.84,5.86,3.6,3101
0.9,Ideal,J,SI1,62.6,54.0,6.16,6.23,3.88,3102
0.66,Ideal,D,VVS2,61.6,57.0,5.57,5.64,3.45,3103
0.9,Ideal,I,SI2,62.8,55.0,6.19,6.14,3.87,3104
0.9,Premium,H,SI2,62.4,61.0,6.11,6.03,3.79,3105
0.9,Ideal,J,VS2,59.8,56.0,6.27,6.24,3.74,3105
0.75,Premium,D,SI1,58.9,60.0,5.99,5.97,3.52,3105
0.9,Premium,H,SI2,59.6,59.0,6.38,6.24,3.76,3105
0.79,Good,E,SI1,63.2,56.0,5.83,5.91,3.71,3107
0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,561
0.32,Very Good,H,VS1,62.9,54.0,4.37,4.41,2.76,561
0.9,Very Good,G,SI2,63.3,59.0,6.12,6.07,3.86,3107
0.76,Premium,E,VS2,60.3,60.0,5.97,5.94,3.59,3107
0.74,Premium,E,VS2,62.4,59.0,5.77,5.73,3.59,3108
1.01,Good,H,SI2,64.1,56.0,6.37,6.3,4.06,3111
0.78,Very Good,G,VS2,62.6,58.0,5.81,5.89,3.66,3113
0.82,Ideal,I,VS1,61.3,57.0,6.02,6.07,3.7,3113
0.9,Very Good,G,SI2,60.1,60.0,6.22,6.32,3.77,3114
0.93,Ideal,G,SI2,61.0,54.0,6.35,6.32,3.87,3114
0.86,Very Good,H,SI1,63.8,56.0,6.02,6.05,3.85,3115
1.08,Premium,H,I1,61.7,59.0,6.54,6.59,4.05,3118
0.7,Ideal,F,SI1,61.9,55.0,5.7,5.74,3.54,3119
0.9,Very Good,I,SI1,63.2,56.0,6.15,6.12,3.88,3120
0.72,Ideal,H,VS2,61.7,56.0,5.74,5.77,3.56,3122
0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3123
0.71,Ideal,F,VS2,61.8,56.2,5.7,5.75,3.53,3123
0.52,Ideal,E,VVS1,61.8,55.0,5.2,5.19,3.21,3125
0.72,Ideal,G,VVS2,61.2,57.0,5.72,5.81,3.53,3126
0.7,Very Good,G,VS1,61.9,57.0,5.68,5.71,3.53,3127
0.74,Ideal,G,SI1,61.9,55.0,5.8,5.83,3.6,3130
0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,3133
0.94,Good,I,SI2,63.8,60.0,6.14,6.21,3.94,3134
0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3135
0.81,Premium,D,SI1,60.7,58.0,6.07,5.99,3.66,3135
1.0,Fair,E,SI2,66.6,59.0,6.07,6.01,4.02,3136
0.8,Premium,G,VS2,59.6,59.0,6.09,6.0,3.6,3136
1.0,Premium,G,SI2,62.5,59.0,6.41,6.33,3.98,3136
0.79,Very Good,E,SI1,63.3,56.3,5.85,5.88,3.71,3138
1.02,Premium,H,I1,62.5,60.0,6.39,6.41,4.0,3141
1.02,Ideal,H,SI2,58.8,57.0,6.61,6.55,3.87,3142
0.7,Very Good,E,VS1,62.8,57.0,5.65,5.68,3.56,3145
0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,3145
0.7,Ideal,H,VS2,61.2,56.0,5.72,5.75,3.51,3145
0.72,Good,F,VVS2,61.3,65.0,5.76,5.72,3.52,3145
0.71,Ideal,H,IF,61.2,56.0,5.74,5.79,3.53,3146
0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,3146
0.81,Ideal,F,SI1,61.2,57.0,6.0,6.05,3.69,3146
0.91,Good,G,SI2,62.5,60.0,6.05,6.08,3.79,3149
0.72,Ideal,F,VS2,61.3,56.0,5.78,5.8,3.55,3151
0.9,Good,D,SI2,63.9,60.0,6.07,6.11,3.89,3153
0.7,Very Good,E,VS1,63.6,57.0,5.61,5.65,3.58,3154
0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,3154
0.77,Ideal,D,SI1,62.3,56.0,5.84,5.87,3.65,3158
0.8,Very Good,G,VS1,59.5,63.0,6.11,6.05,3.61,3158
0.78,Ideal,E,VS2,62.1,54.0,5.92,5.94,3.68,3159
0.9,Good,H,SI2,63.4,60.0,6.03,6.08,3.84,3160
0.71,Premium,D,VS2,59.2,59.0,5.86,5.8,3.45,3161
0.76,Very Good,E,VS2,63.0,59.0,5.76,5.79,3.64,3162
0.9,Good,I,VS2,62.4,65.0,6.09,6.12,3.81,3162
0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,3162
0.9,Very Good,H,SI2,63.0,55.0,6.1,6.16,3.86,3162
0.74,Good,E,VS2,63.5,56.0,5.75,5.8,3.67,3163
0.79,Ideal,F,SI1,61.3,56.0,5.96,6.01,3.67,3163
0.73,Ideal,H,VS2,61.4,55.0,5.79,5.82,3.56,3164
1.23,Ideal,H,I1,61.6,55.0,6.92,6.87,4.25,3168
0.74,Ideal,F,VS1,61.7,56.0,5.83,5.78,3.58,3170
0.74,Ideal,F,VS2,62.1,56.0,5.79,5.83,3.61,3171
0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,3171
0.78,Ideal,G,VS2,62.2,57.0,5.87,5.9,3.66,3171
0.75,Ideal,G,SI1,61.8,55.0,5.81,5.84,3.6,3171
0.83,Ideal,G,SI1,61.8,55.0,6.05,6.09,3.75,3171
1.03,Ideal,H,I1,61.5,57.0,6.48,6.52,4.0,3172
1.03,Ideal,H,SI2,62.4,57.0,6.43,6.36,4.0,3172
0.7,Ideal,G,VS2,62.7,54.0,5.65,5.7,3.65,3172
0.84,Fair,F,VS2,65.0,57.2,5.83,5.87,3.81,3172
0.7,Premium,E,VS1,62.9,61.0,5.65,5.57,3.53,3175
0.7,Good,E,VS1,63.6,58.0,5.67,5.62,3.59,3175
1.0,Fair,J,SI1,65.3,57.0,6.33,6.12,4.08,3175
0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,3176
0.32,Premium,G,VS2,62.5,58.0,4.36,4.38,2.73,561
0.32,Very Good,G,VS2,59.9,57.0,4.47,4.51,2.69,561
0.32,Premium,E,SI1,62.3,58.0,4.37,4.4,2.73,561
0.32,Premium,G,VS2,61.5,60.0,4.36,4.39,2.69,561
0.32,Ideal,H,VS1,61.1,56.0,4.44,4.46,2.72,561
0.32,Very Good,H,VS1,62.8,55.0,4.35,4.41,2.75,561
0.7,Ideal,E,VS2,61.1,56.0,5.73,5.76,3.51,3176
0.67,Very Good,G,VVS1,62.0,56.0,5.6,5.62,3.48,3178
1.5,Good,G,I1,57.4,62.0,7.56,7.39,4.29,3179
0.91,Fair,H,SI1,64.4,60.0,6.1,6.07,3.92,3180
0.91,Premium,H,SI1,62.2,56.0,6.23,6.18,3.86,3180
0.91,Very Good,J,SI2,62.0,56.0,6.18,6.23,3.85,3181
0.92,Ideal,J,SI1,61.7,57.0,6.21,6.26,3.85,3181
0.95,Premium,G,SI2,59.8,60.0,6.36,6.34,3.8,3181
0.73,Ideal,G,VVS2,61.9,56.0,5.74,5.81,3.61,3183
1.11,Premium,I,I1,61.8,59.0,6.65,6.58,4.09,3183
0.73,Very Good,E,VS2,62.9,58.0,5.7,5.75,3.6,3184
0.78,Ideal,G,VS2,61.7,55.0,5.94,5.89,3.65,3184
0.7,Ideal,H,VS1,61.7,57.0,5.66,5.7,3.5,3185
0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,3189
0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3190
0.76,Ideal,E,VS2,61.5,56.0,5.92,5.89,3.63,3192
0.91,Good,H,VS2,63.8,59.0,5.99,5.96,3.82,3192
1.0,Good,H,SI2,62.0,64.0,6.43,6.29,3.94,3192
1.0,Fair,H,SI2,64.4,57.0,6.35,6.29,4.07,3192
0.81,Premium,G,VS2,61.4,60.0,6.02,5.99,3.69,3193
0.91,Very Good,F,SI1,63.5,58.0,6.15,6.1,3.89,3195
0.74,Ideal,F,VS2,62.1,56.0,5.83,5.79,3.61,3200
0.76,Ideal,F,VS2,61.0,55.0,5.92,5.89,3.6,3201
1.04,Very Good,H,I1,61.6,61.0,6.45,6.47,3.98,3203
0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,3205
0.9,Fair,D,SI2,65.7,60.0,5.98,5.93,3.91,3205
0.83,Very Good,F,SI1,63.0,55.0,5.95,5.96,3.75,3207
0.9,Very Good,H,SI2,61.5,59.0,6.15,6.2,3.8,3208
0.7,Premium,D,VVS2,61.5,60.0,5.71,5.64,3.49,3210
0.9,Premium,F,SI2,62.6,62.0,6.06,6.01,3.78,3210
0.9,Good,F,SI2,64.3,57.0,6.16,6.06,3.93,3210
0.71,Ideal,E,VS1,62.3,54.0,5.69,5.73,3.56,3212
0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,3214
1.1,Ideal,I,SI2,61.7,56.0,6.65,6.6,4.09,3216
0.71,Very Good,E,VS2,60.7,58.0,5.73,5.81,3.5,3217
0.77,Premium,F,VS2,62.1,59.0,5.85,5.87,3.64,3218
0.52,Ideal,D,VVS1,62.0,57.0,5.15,5.17,3.2,3218
0.77,Ideal,E,SI1,61.6,57.0,5.91,5.87,3.63,3218
1.18,Very Good,E,I1,59.9,63.0,6.8,6.85,4.09,3219
0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3220
0.82,Premium,I,IF,61.2,60.0,6.03,5.99,3.68,3224
1.01,Premium,H,SI1,62.9,58.0,6.38,6.34,4.0,3224
0.73,Very Good,E,VS1,62.3,58.0,5.72,5.74,3.57,3226
0.7,Ideal,D,VS1,62.9,57.0,5.67,5.61,3.55,3229
0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,3229
0.71,Ideal,H,VS1,60.8,57.0,5.74,5.79,3.51,3229
0.91,Good,H,SI1,63.7,60.0,6.16,6.09,3.9,3229
0.9,Very Good,J,VS1,62.3,56.0,6.19,6.23,3.87,3231
1.05,Very Good,E,I1,62.2,61.0,6.48,6.51,4.04,3234
0.71,Ideal,D,VS2,61.4,56.0,5.74,5.79,3.54,3234
0.7,Premium,G,VVS1,62.8,58.0,5.68,5.62,3.55,3234
0.8,Very Good,H,VS2,63.1,57.0,5.87,5.92,3.72,3235
0.7,Premium,D,VS1,60.6,58.0,5.73,5.75,3.48,3239
0.79,Ideal,D,SI1,61.2,56.0,5.95,6.02,3.66,3242
0.71,Ideal,D,VS2,63.0,56.0,5.69,5.65,3.58,3245
0.9,Good,G,SI2,64.1,56.0,6.12,6.08,3.91,3246
1.03,Fair,J,SI2,56.2,62.0,6.73,6.69,3.77,3246
0.31,Ideal,H,VS1,62.0,53.0,4.34,4.37,2.7,562
0.26,Good,D,VVS2,63.6,56.0,4.06,4.09,2.59,564
0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,564
0.36,Ideal,G,SI2,61.8,56.0,4.58,4.61,2.84,565
0.31,Ideal,D,SI1,61.7,55.0,4.37,4.41,2.71,565
0.52,Ideal,D,VVS1,62.0,57.0,5.17,5.15,3.2,3247
1.0,Fair,H,SI2,66.5,62.0,6.19,6.1,4.09,3248
0.9,Very Good,H,SI2,62.4,58.0,6.11,6.16,3.83,3250
0.73,Premium,D,VS2,59.8,58.0,5.89,5.85,3.51,3250
0.82,Ideal,F,SI1,62.6,56.0,5.95,5.99,3.74,3251
0.71,Ideal,D,SI1,62.0,55.0,5.71,5.76,3.56,3252
0.77,Ideal,G,SI1,61.5,56.0,5.89,5.92,3.63,3253
0.83,Ideal,F,SI1,62.1,55.0,6.0,6.05,3.74,3254
0.74,Ideal,H,VS1,61.0,55.0,5.86,5.88,3.58,3254
0.79,Ideal,E,SI1,61.9,55.0,5.97,5.89,3.67,3256
0.93,Fair,I,VS2,64.7,58.0,6.09,6.06,3.93,3258
0.78,Ideal,F,VS2,61.3,57.0,5.91,5.93,3.63,3259
0.76,Very Good,E,SI1,60.4,58.0,5.91,5.97,3.59,3261
0.7,Ideal,F,VS1,61.5,55.0,5.73,5.75,3.53,3261
1.04,Good,H,I1,63.9,58.0,6.42,6.35,4.08,3261
0.72,Ideal,F,VS1,61.1,56.0,5.76,5.79,3.53,3265
0.7,Premium,E,VVS1,61.7,59.0,5.67,5.71,3.51,3265
1.0,Good,F,SI2,63.6,62.0,6.25,6.2,3.96,3265
0.84,Ideal,D,SI1,61.5,54.0,6.07,6.13,3.75,3265
1.0,Fair,I,VS2,65.7,58.0,6.25,6.2,4.09,3265
1.0,Good,J,VVS2,63.7,57.0,6.34,6.31,4.03,3265
0.75,Very Good,F,VS1,62.3,57.0,5.83,5.88,3.65,3270
0.71,Ideal,E,VS1,59.7,57.0,5.84,5.86,3.49,3272
0.8,Very Good,H,VS1,60.9,57.0,5.98,6.02,3.65,3273
0.9,Very Good,I,SI1,61.7,58.0,6.17,6.21,3.82,3274
0.72,Ideal,H,VS1,60.7,55.0,5.83,5.85,3.54,3274
0.72,Ideal,H,VS1,61.5,55.0,5.77,5.85,3.56,3274
0.7,Very Good,F,VVS2,61.6,63.0,5.65,5.69,3.49,3275
0.95,Ideal,J,SI1,63.0,56.0,6.32,6.26,3.96,3275
0.73,Ideal,E,VS2,61.9,55.0,5.76,5.8,3.57,3275
0.78,Ideal,E,VS2,62.0,55.0,5.95,5.89,3.67,3276
1.25,Ideal,E,I1,60.9,56.0,6.95,6.91,4.22,3276
0.7,Ideal,D,VS1,61.1,57.0,5.73,5.75,3.51,3278
0.91,Fair,H,SI1,65.3,62.0,6.11,6.01,3.96,3278
0.82,Very Good,E,SI1,63.1,58.0,5.95,6.0,3.77,3282
0.9,Fair,H,SI1,61.4,61.0,6.08,6.14,3.75,3282
0.91,Premium,I,VS2,63.0,58.0,6.15,6.07,3.85,3282
0.92,Good,F,SI2,64.2,58.0,6.14,6.11,3.93,3282
0.92,Premium,F,SI2,58.1,58.0,6.46,6.41,3.74,3282
0.72,Ideal,H,IF,62.1,58.0,5.72,5.75,3.56,3283
0.52,Ideal,D,VVS2,61.5,55.0,5.19,5.22,3.2,3284
0.71,Ideal,F,VS1,60.4,57.0,5.78,5.81,3.5,3284
0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,3288
0.76,Ideal,D,VS2,60.2,56.0,5.95,5.92,3.57,3293
1.07,Very Good,H,SI2,61.8,63.0,6.57,6.47,4.03,3296
1.01,Very Good,I,SI2,61.5,62.0,6.37,6.41,3.93,3299
1.05,Ideal,G,SI2,59.6,57.0,6.58,6.53,3.91,3299
1.0,Very Good,E,I1,63.0,57.0,6.32,6.35,3.99,3300
0.9,Very Good,G,SI2,62.1,58.0,6.08,6.13,3.79,3303
0.77,Ideal,E,VS2,61.0,56.0,5.91,5.96,3.62,3303
0.71,Ideal,E,VS2,62.0,56.0,5.72,5.75,3.55,3304
0.71,Ideal,E,VS2,62.5,56.0,5.69,5.71,3.56,3304
0.71,Ideal,G,VVS2,61.7,57.0,5.72,5.74,3.53,3307
0.41,Good,J,VS2,64.0,59.0,4.64,4.71,2.99,565
0.3,Good,G,VS1,63.4,55.0,4.26,4.32,2.72,565
0.3,Good,G,VS1,63.5,58.0,4.21,4.26,2.69,565
0.27,Very Good,G,VVS1,61.0,56.0,4.21,4.25,2.57,566
0.38,Ideal,G,SI2,62.8,57.0,4.58,4.59,2.88,566
0.27,Ideal,H,IF,61.6,56.0,4.18,4.21,2.58,566
0.27,Ideal,G,IF,61.6,57.0,4.18,4.21,2.58,566
0.34,Very Good,F,SI1,63.0,54.0,4.48,4.5,2.83,566
0.73,Premium,E,VS1,61.2,58.0,5.83,5.77,3.55,3311
0.8,Premium,D,SI1,62.7,59.0,5.89,5.85,3.68,3312
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,3312
0.7,Good,D,VVS2,63.7,55.0,5.66,5.61,3.59,3312
0.81,Very Good,H,VS1,62.2,57.0,5.91,5.94,3.69,3314
0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,3314
0.74,Ideal,E,VS2,61.7,56.0,5.86,5.81,3.6,3315
0.84,Good,G,VS1,63.6,57.0,5.98,5.93,3.79,3316
0.77,Very Good,E,VS1,62.0,56.0,5.88,5.92,3.66,3318
0.9,Good,F,SI2,63.2,56.0,6.15,6.2,3.9,3318
0.92,Premium,G,SI2,62.3,59.0,6.2,6.15,3.85,3318
0.73,Ideal,D,VS2,61.8,54.0,5.89,5.92,3.65,3319
0.83,Very Good,F,SI1,61.9,58.0,5.97,6.01,3.71,3322
0.71,Very Good,F,VS2,63.0,54.0,5.7,5.72,3.6,3323
0.74,Very Good,E,VS2,62.8,58.0,5.73,5.76,3.61,3323
0.53,Ideal,E,VVS1,61.5,54.0,5.23,5.25,3.22,3323
0.92,Fair,F,SI1,66.0,57.0,6.04,5.99,3.97,3323
0.9,Very Good,H,SI2,62.0,58.0,6.11,6.12,3.79,3324
0.9,Premium,H,SI2,59.2,60.0,6.3,6.24,3.71,3326
0.72,Ideal,G,VVS1,61.7,55.0,5.8,5.77,3.57,3326
0.74,Very Good,G,VVS1,63.2,56.0,5.74,5.72,3.62,3328
1.27,Ideal,I,I1,62.3,56.0,6.91,6.86,4.29,3328
0.72,Ideal,F,VS1,62.5,54.0,5.73,5.76,3.59,3330
0.7,Ideal,E,SI1,61.1,56.0,5.75,5.78,3.52,3330
0.6,Very Good,F,VVS1,61.2,58.0,5.42,5.46,3.33,3333
0.78,Very Good,E,VS2,61.7,58.0,5.9,5.93,3.65,3334
0.72,Ideal,H,VVS2,61.6,56.0,5.75,5.77,3.55,3334
0.64,Ideal,F,VVS2,61.0,56.0,5.55,5.59,3.4,3336
0.75,Ideal,F,SI1,61.5,55.0,5.88,5.9,3.62,3336
0.91,Good,G,SI2,63.6,59.0,6.11,6.15,3.9,3340
0.91,Good,G,SI2,63.2,61.0,6.01,6.27,3.88,3340
0.71,Ideal,E,VS2,61.1,56.0,5.77,5.79,3.53,3342
0.73,Ideal,G,VS1,60.8,58.0,5.81,5.87,3.55,3342
0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343
0.71,Very Good,E,VS2,62.5,58.0,5.69,5.73,3.57,3344
0.72,Ideal,G,VS2,61.7,55.0,5.72,5.79,3.55,3344
0.7,Ideal,E,VS1,62.3,54.0,5.67,5.71,3.54,3345
0.7,Ideal,F,VVS1,62.2,55.0,5.69,5.66,3.53,3348
0.91,Good,D,SI2,64.1,62.0,6.06,6.01,3.87,3349
0.76,Ideal,D,VS2,60.2,56.0,5.92,5.95,3.57,3352
0.9,Good,I,VS2,58.5,66.0,6.23,6.25,3.65,3353
0.71,Very Good,F,VVS2,62.1,60.0,5.69,5.72,3.54,3354
0.71,Ideal,H,IF,63.0,57.0,5.68,5.72,3.59,3354
0.96,Premium,G,SI1,62.0,57.0,6.34,6.31,3.92,3355
0.8,Ideal,I,IF,62.4,58.0,5.9,5.96,3.7,3357
0.93,Fair,G,SI1,64.4,57.0,6.14,6.09,3.94,3358
1.01,Premium,I,SI2,61.5,62.0,6.41,6.37,3.93,3360
1.0,Good,I,SI1,64.3,57.0,6.29,6.25,4.03,3360
1.0,Very Good,I,SI2,58.3,63.0,6.53,6.5,3.8,3360
1.0,Premium,I,SI1,62.2,62.0,6.39,6.33,3.96,3360
0.82,Ideal,F,SI1,62.1,56.0,6.04,6.0,3.74,3361
0.63,Ideal,G,IF,61.9,56.0,5.5,5.52,3.41,3363
0.82,Good,F,VS2,60.9,62.2,5.97,6.04,3.66,3363
0.91,Good,F,SI1,64.0,57.0,6.17,6.08,3.92,3363
0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3365
0.9,Very Good,F,SI2,62.6,56.0,6.13,6.17,3.85,3368
0.8,Premium,F,VS2,62.0,61.0,5.99,5.91,3.69,3369
0.73,Premium,E,VS1,61.2,58.0,5.77,5.83,3.55,3370
0.73,Ideal,E,VS1,62.3,56.0,5.75,5.8,3.6,3370
0.9,Very Good,D,SI2,61.0,61.0,6.15,6.17,3.76,3371
0.9,Premium,H,SI2,58.3,60.0,6.34,6.31,3.69,3371
0.72,Very Good,E,VVS2,59.3,60.0,5.87,5.83,3.47,3374
0.9,Fair,H,VS2,65.6,55.0,6.01,5.97,3.93,3375
0.93,Good,F,SI2,61.3,62.0,6.17,6.26,3.81,3376
0.7,Ideal,E,VS2,61.0,56.0,5.76,5.79,3.52,3376
0.91,Premium,G,SI2,60.4,61.0,6.28,6.21,3.77,3376
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,3377
0.5,Good,D,IF,63.2,59.0,4.99,5.04,3.17,3378
1.03,Premium,J,SI2,62.0,58.0,6.47,6.52,4.03,3378
0.62,Ideal,G,IF,60.3,57.0,5.54,5.61,3.35,3378
0.82,Ideal,E,SI1,62.1,54.0,5.98,6.03,3.73,3380
0.3,Very Good,I,SI1,61.2,58.0,4.28,4.31,2.63,405
0.3,Very Good,I,VS2,60.7,56.0,4.32,4.34,2.63,407
0.27,Very Good,E,VS1,63.8,60.0,4.03,4.09,2.59,407
0.3,Ideal,I,VS2,62.4,55.0,4.32,4.34,2.7,407
0.3,Ideal,H,SI1,62.9,53.0,4.28,4.31,2.7,407
0.25,Ideal,G,SI1,62.3,57.0,4.03,4.09,2.53,407
0.24,Ideal,F,VS2,61.8,57.0,3.97,3.99,2.46,408
0.31,Very Good,G,SI2,63.0,57.0,4.32,4.35,2.73,408
0.31,Premium,I,SI1,61.5,59.0,4.35,4.37,2.68,408
0.34,Very Good,F,SI1,62.8,56.0,4.42,4.46,2.79,566
0.27,Very Good,F,IF,59.4,61.0,4.23,4.26,2.52,567
0.3,Ideal,H,VVS2,62.5,54.0,4.3,4.3,2.7,567
0.3,Ideal,F,VS2,62.6,54.0,4.3,4.33,2.7,567
0.4,Good,J,VS1,64.0,56.0,4.66,4.69,2.99,567
0.38,Ideal,F,SI2,61.3,55.0,4.67,4.69,2.87,568
0.39,Ideal,J,SI1,61.0,56.0,4.71,4.73,2.88,568
0.31,Ideal,F,SI1,61.2,55.0,4.37,4.4,2.68,568
0.7,Ideal,G,VS1,60.5,56.0,5.77,5.79,3.5,3384
0.79,Ideal,E,SI1,62.0,57.0,5.92,5.96,3.68,3384
0.9,Premium,I,VS2,59.1,59.0,6.28,6.24,3.7,3385
0.91,Very Good,G,SI2,62.0,58.0,6.13,6.2,3.82,3387
0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3387
0.9,Very Good,G,SI2,61.2,57.0,6.19,6.23,3.8,3391
0.72,Ideal,I,VS2,61.4,56.0,5.77,5.83,3.56,3391
1.01,Good,I,SI1,58.4,64.0,6.51,6.48,3.79,3394
0.61,Ideal,D,VVS2,62.2,54.0,5.41,5.45,3.38,3397
1.01,Good,J,SI1,62.8,58.0,6.28,6.33,3.96,3399
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,3399
0.92,Premium,F,SI1,58.5,57.0,6.39,6.37,3.73,3400
0.74,Premium,E,VS1,61.1,58.0,5.84,5.81,3.56,3401
0.76,Ideal,E,SI1,61.2,56.0,5.88,5.91,3.61,3401
0.72,Ideal,E,SI1,60.8,57.0,5.77,5.8,3.52,3409
1.01,Good,I,SI2,64.1,58.0,6.31,6.26,4.03,3411
0.73,Ideal,D,VS2,62.7,53.0,5.76,5.79,3.62,3412
1.07,Ideal,H,SI1,61.5,54.0,6.64,6.6,4.07,3415
0.72,Ideal,H,VVS2,61.8,55.0,5.75,5.77,3.56,3417
0.93,Good,F,SI2,59.4,61.0,6.24,6.25,3.71,3418
1.09,Very Good,E,SI2,63.1,58.0,6.51,6.46,4.09,3418
0.8,Very Good,D,VS2,60.6,63.0,5.94,5.9,3.59,3419
0.7,Ideal,E,VS1,60.5,56.0,5.78,5.83,3.51,3419
0.7,Ideal,D,VS1,61.7,57.0,5.71,5.74,3.53,3419
0.82,Ideal,H,VVS1,62.9,56.0,5.99,5.91,3.74,3420
1.01,Premium,J,SI2,63.0,60.0,6.38,6.31,4.0,3421
0.91,Ideal,H,SI2,60.3,57.0,6.27,6.31,3.79,3423
0.9,Good,J,VS2,57.9,63.0,6.32,6.35,3.67,3423
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3425
0.82,Ideal,F,SI1,61.1,56.0,6.06,6.08,3.71,3428
0.7,Very Good,E,VVS2,61.5,58.0,5.67,5.71,3.5,3429
0.78,Very Good,F,VS2,62.2,58.0,5.86,5.9,3.66,3429
0.8,Good,F,VS2,63.2,55.0,5.88,5.9,3.72,3429
0.76,Ideal,E,VS2,62.1,56.0,5.83,5.87,3.63,3431
0.71,Ideal,G,VS1,61.7,57.0,5.7,5.75,3.53,3431
0.71,Ideal,E,VS1,61.4,57.0,5.81,5.78,3.56,3435
0.9,Very Good,H,SI1,62.8,58.0,6.13,6.16,3.86,3437
0.85,Ideal,E,SI2,60.7,55.0,6.14,6.19,3.74,3441
1.0,Fair,F,SI2,65.7,61.0,6.13,6.11,4.02,3443
1.02,Premium,J,SI1,58.9,62.0,6.51,6.43,3.81,3444
0.78,Premium,F,VS1,61.5,58.0,5.93,5.98,3.66,3446
0.51,Ideal,D,IF,62.0,56.0,5.14,5.18,3.2,3446
0.7,Ideal,E,VS1,61.0,56.0,5.7,5.77,3.5,3446
0.9,Good,H,SI1,62.8,62.0,6.05,6.09,3.81,3447
0.9,Very Good,H,SI1,62.3,63.0,6.06,6.13,3.8,3447
0.9,Very Good,E,SI2,64.2,54.0,6.08,6.11,3.91,3449
0.9,Good,E,SI1,63.8,56.0,6.17,6.09,3.91,3449
1.0,Good,E,SI2,64.3,58.0,6.18,6.11,3.95,3450
0.77,Premium,F,VVS2,60.5,56.0,5.94,5.9,3.58,3450
1.02,Ideal,J,VVS2,62.7,57.0,6.45,6.37,4.02,3451
0.73,Ideal,E,SI1,61.5,56.0,5.79,5.82,3.57,3453
0.82,Ideal,F,VS2,61.9,57.0,5.99,5.96,3.7,3453
0.91,Premium,H,SI2,60.9,61.0,6.24,6.18,3.78,3453
0.74,Ideal,F,VS2,61.9,57.0,5.79,5.81,3.59,3454
